C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6480
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6483
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6487
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6489
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6492
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6496
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6498
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6501
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6505
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6507
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6510
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6514
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6516
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6519
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6523
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6525
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6528
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6532
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6534
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6537
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6541
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6543
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6546
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6550
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6552
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6555
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6559
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6561
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6564
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6568
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6570
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6573
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6577
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6579
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6582
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6586
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6588
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6591
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6595
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6597
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6600
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6604
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6606
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6609
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6613
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6615
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6618
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6622
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6624
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6627
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6631
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6633
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6636
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6640
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6642
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6645
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6649
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6651
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6654
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6658
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6660
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6663
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6667
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6669
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6672
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6676
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6678
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6681
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6685
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6687
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6690
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6694
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6696
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6699
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6703
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6705
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6708
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6712
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6714
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6717
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6721
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6723
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6726
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6730
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6732
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6735
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6739
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6741
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6744
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6748
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6750
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6753
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6757
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6759
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6762
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6766
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6768
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6771
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6775
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6777
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6780
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6784
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6786
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6789
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6793
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6795
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6798
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6802
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6804
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6807
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6811
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6813
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6816
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6820
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6822
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6825
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6829
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6831
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6834
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6838
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6840
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6843
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6847
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6849
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6852
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6856
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6858
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6861
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6865
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6867
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6870
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6874
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6876
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6879
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6883
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6885
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6888
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6892
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6894
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6897
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6901
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6903
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6906
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6910
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6912
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6915
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6919
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6921
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6924
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6928
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6930
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6933
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6937
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6939
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6942
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6946
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6948
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6951
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6955
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6957
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6960
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6964
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6966
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6969
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6973
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6975
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6978
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6982
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6984
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6987
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:6991
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:6993
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:6996
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7000
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7002
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7005
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7009
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7011
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7014
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7018
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7020
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7023
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7027
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7029
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7032
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7036
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7038
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7041
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7045
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7047
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7050
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7054
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7056
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7059
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7063
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7065
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7068
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7072
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7074
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7077
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7081
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7083
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7086
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7090
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7092
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7095
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7099
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7101
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7104
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7108
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7110
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7113
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7117
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7119
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7122
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7126
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7128
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7131
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7135
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7137
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7140
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7144
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7146
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7149
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7153
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7155
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7158
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7162
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7164
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7167
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7171
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7173
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7176
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7180
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7182
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7185
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7189
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7191
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7194
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7198
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7200
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7203
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7207
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7209
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7212
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7216
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7218
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7221
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7225
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7227
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7230
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7234
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7236
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7239
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7243
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7245
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7248
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7252
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7254
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7257
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7261
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7263
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7266
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7270
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7272
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7275
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7279
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7281
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7284
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7288
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7290
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7293
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7297
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7299
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7302
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7306
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7308
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7311
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7315
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7317
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7320
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7324
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7326
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7329
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7333
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7335
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7338
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7342
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7344
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7347
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7351
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7353
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7356
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7360
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7362
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7365
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7369
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7371
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7374
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7378
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7380
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7383
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7387
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7389
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7392
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7396
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7398
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7401
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7405
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7407
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7410
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7414
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7416
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7419
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7423
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7425
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7428
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7432
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7434
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7437
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7441
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7443
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7446
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7450
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7452
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7455
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7459
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7461
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7464
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7468
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7470
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7473
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7477
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7479
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7482
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7486
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7488
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7491
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7495
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7497
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7500
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7504
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7506
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7509
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7513
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7515
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7518
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7522
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7524
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7527
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7531
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7533
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7536
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7540
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7542
C7A8  LDA                    A:00 X:FF Y:00 P:26 SP:FF CYC:7545
C7AB  AND                    A:00 X:FF Y:00 P:26 SP:FF CYC:7549
C7AD  BEQ                    A:00 X:FF Y:00 P:26 SP:FF CYC:7551
